0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283.0	1002.0	471.0	22.0	1.0	0.0	0.0	1.0
267.0	989.0	522.0	22.0	5.0	0.0	0.0	1.0
241.0	974.0	659.0	22.0	5.0	0.0	0.0	1.0
224.0	783.0	677.0	22.0	2.0	0.0	0.0	1.0
224.0	982.0	585.0	22.0	2.0	0.0	0.0	1.0
226.0	986.0	694.0	22.0	2.0	0.0	0.0	0.0
248.0	995.0	770.0	22.0	2.0	0.0	0.0	0.0
357.0	1023.0	825.0	22.0	2.0	0.0	0.0	0.0
390.0	1000.0	857.0	22.0	2.0	0.0	0.0	0.0
389.0	987.0	881.0	22.0	2.0	0.0	0.0	0.0
392.0	995.0	892.0	22.0	2.0	0.0	0.0	0.0
437.0	1002.0	903.0	22.0	2.0	0.0	0.0	0.0
470.0	599.0	329.0	22.0	2.0	0.0	0.0	0.0
441.0	675.0	538.0	22.0	2.0	0.0	0.0	0.0
272.0	878.0	828.0	22.0	2.0	0.0	1.0	0.0
216.0	1023.0	1023.0	22.0	2.0	0.0	1.0	0.0
212.0	722.0	593.0	22.0	2.0	0.0	1.0	0.0
228.0	661.0	624.0	22.0	2.0	0.0	1.0	0.0
289.0	1023.0	741.0	22.0	4.0	0.0	0.0	0.0
353.0	853.0	758.0	22.0	4.0	0.0	0.0	0.0
366.0	862.0	786.0	22.0	4.0	0.0	0.0	0.0
363.0	960.0	838.0	22.0	4.0	0.0	0.0	0.0
386.0	1023.0	857.0	22.0	4.0	0.0	0.0	0.0
408.0	1003.0	868.0	22.0	4.0	0.0	0.0	0.0
430.0	1005.0	885.0	22.0	1.0	0.0	0.0	0.0
414.0	1004.0	909.0	22.0	1.0	0.0	0.0	0.0
315.0	1015.0	930.0	22.0	1.0	0.0	0.0	0.0
259.0	1000.0	931.0	22.0	4.0	0.0	0.0	0.0
230.0	993.0	927.0	22.0	4.0	0.0	0.0	0.0
228.0	1003.0	925.0	22.0	2.0	0.0	0.0	0.0
225.0	1014.0	946.0	22.0	2.0	0.0	0.0	0.0
274.0	1020.0	962.0	22.0	2.0	0.0	0.0	0.0
370.0	1023.0	1023.0	22.0	2.0	0.0	0.0	0.0
371.0	977.0	911.0	22.0	2.0	0.0	0.0	0.0
262.0	745.0	527.0	22.0	2.0	0.0	0.0	0.0
230.0	867.0	427.0	22.0	2.0	0.0	0.0	0.0
237.0	842.0	534.0	22.0	2.0	0.0	0.0	0.0
240.0	803.0	558.0	22.0	2.0	0.0	0.0	0.0
240.0	932.0	713.0	22.0	2.0	0.0	0.0	0.0
240.0	998.0	778.0	22.0	2.0	0.0	0.0	0.0
249.0	990.0	810.0	22.0	2.0	0.0	0.0	0.0
252.0	991.0	832.0	22.0	2.0	0.0	0.0	0.0
262.0	1000.0	856.0	22.0	2.0	0.0	0.0	0.0
290.0	996.0	875.0	22.0	2.0	0.0	0.0	0.0
310.0	856.0	503.0	22.0	2.0	0.0	0.0	0.0
386.0	868.0	643.0	22.0	2.0	0.0	0.0	0.0
