201.0	0.0	298.0	469.0	57.0	37.0	23.0
201.0	0.0	298.0	469.0	57.0	37.0	23.0
202.0	0.0	299.0	491.0	39.0	37.0	23.0
202.0	0.0	299.0	491.0	39.0	37.0	23.0
203.0	0.0	298.0	510.0	57.0	37.0	23.0
203.0	0.0	298.0	510.0	57.0	37.0	23.0
203.0	0.0	299.0	491.0	57.0	37.0	23.0
203.0	0.0	299.0	491.0	57.0	37.0	23.0
203.0	0.0	299.0	491.0	57.0	37.0	23.0
202.0	0.0	298.0	505.0	57.0	37.0	23.0
202.0	0.0	298.0	505.0	57.0	37.0	23.0
201.0	0.0	299.0	461.0	57.0	37.0	23.0
201.0	0.0	299.0	461.0	57.0	37.0	23.0
201.0	0.0	299.0	502.0	57.0	37.0	23.0
201.0	0.0	299.0	502.0	57.0	37.0	23.0
201.0	0.0	299.0	502.0	57.0	37.0	23.0
202.0	0.0	299.0	493.0	57.0	37.0	23.0
202.0	0.0	299.0	493.0	57.0	37.0	23.0
203.0	0.0	299.0	496.0	57.0	37.0	23.0
202.0	0.0	299.0	537.0	57.0	37.0	23.0
202.0	0.0	299.0	537.0	57.0	37.0	23.0
202.0	0.0	298.0	500.0	57.0	37.0	23.0
202.0	0.0	298.0	500.0	57.0	37.0	23.0
202.0	0.0	298.0	506.0	57.0	37.0	23.0
202.0	0.0	298.0	506.0	57.0	37.0	23.0
202.0	0.0	299.0	473.0	34.0	37.0	23.0
202.0	0.0	299.0	473.0	34.0	37.0	23.0
202.0	0.0	299.0	473.0	34.0	37.0	23.0
202.0	0.0	298.0	452.0	34.0	37.0	23.0
202.0	0.0	298.0	452.0	34.0	37.0	23.0
201.0	0.0	298.0	505.0	34.0	37.0	23.0
201.0	0.0	298.0	505.0	34.0	37.0	23.0
201.0	0.0	298.0	515.0	34.0	37.0	23.0
201.0	0.0	298.0	515.0	34.0	37.0	23.0
201.0	0.0	298.0	515.0	34.0	37.0	23.0
202.0	0.0	298.0	520.0	34.0	37.0	23.0
202.0	0.0	298.0	520.0	34.0	37.0	23.0
203.0	0.0	298.0	510.0	34.0	37.0	23.0
203.0	0.0	298.0	510.0	34.0	37.0	23.0
203.0	0.0	298.0	510.0	34.0	37.0	23.0
203.0	0.0	299.0	501.0	57.0	37.0	23.0
203.0	0.0	299.0	501.0	57.0	37.0	23.0
202.0	0.0	298.0	467.0	34.0	37.0	23.0
202.0	0.0	298.0	467.0	34.0	37.0	23.0
202.0	0.0	298.0	489.0	34.0	37.0	23.0
202.0	0.0	298.0	489.0	34.0	37.0	23.0
202.0	0.0	298.0	489.0	34.0	37.0	23.0
203.0	0.0	298.0	549.0	34.0	37.0	23.0
203.0	0.0	298.0	549.0	34.0	37.0	23.0
204.0	0.0	298.0	497.0	34.0	37.0	23.0
204.0	0.0	298.0	497.0	34.0	37.0	23.0
203.0	0.0	298.0	476.0	56.0	37.0	23.0
203.0	0.0	298.0	476.0	56.0	37.0	23.0
203.0	0.0	298.0	476.0	56.0	37.0	23.0
203.0	0.0	298.0	542.0	56.0	37.0	23.0
203.0	0.0	298.0	542.0	56.0	37.0	23.0
202.0	0.0	298.0	503.0	34.0	37.0	23.0
202.0	0.0	298.0	503.0	34.0	37.0	23.0
202.0	0.0	298.0	503.0	34.0	37.0	23.0
203.0	0.0	299.0	481.0	57.0	37.0	23.0
203.0	0.0	299.0	481.0	57.0	37.0	23.0
203.0	0.0	299.0	493.0	57.0	37.0	23.0
203.0	0.0	299.0	493.0	57.0	37.0	23.0
203.0	0.0	299.0	494.0	34.0	37.0	23.0
203.0	0.0	299.0	494.0	34.0	37.0	23.0
203.0	0.0	299.0	494.0	34.0	37.0	23.0
203.0	0.0	298.0	528.0	34.0	37.0	23.0
203.0	0.0	298.0	528.0	34.0	37.0	23.0
202.0	0.0	298.0	498.0	34.0	37.0	23.0
202.0	0.0	298.0	498.0	34.0	37.0	23.0
203.0	0.0	299.0	488.0	34.0	37.0	23.0
203.0	0.0	299.0	488.0	34.0	37.0	23.0
203.0	0.0	299.0	488.0	34.0	37.0	23.0
204.0	0.0	299.0	478.0	39.0	37.0	23.0
204.0	0.0	299.0	478.0	39.0	37.0	23.0
203.0	0.0	299.0	473.0	57.0	37.0	23.0
203.0	0.0	299.0	473.0	57.0	37.0	23.0
203.0	0.0	298.0	534.0	39.0	37.0	23.0
203.0	0.0	298.0	534.0	39.0	37.0	23.0
203.0	0.0	298.0	534.0	39.0	37.0	23.0
204.0	0.0	299.0	609.0	34.0	37.0	23.0
204.0	0.0	299.0	609.0	34.0	37.0	23.0
212.0	0.0	298.0	499.0	59.0	37.0	23.0
212.0	0.0	298.0	499.0	59.0	37.0	23.0
212.0	0.0	298.0	499.0	59.0	37.0	23.0
218.0	0.0	299.0	565.0	56.0	37.0	23.0
218.0	0.0	299.0	565.0	56.0	37.0	23.0
221.0	0.0	298.0	550.0	56.0	37.0	23.0
221.0	0.0	298.0	550.0	56.0	37.0	23.0
232.0	0.0	293.0	497.0	31.0	37.0	23.0
232.0	0.0	293.0	497.0	31.0	37.0	23.0
232.0	0.0	293.0	497.0	31.0	37.0	23.0
224.0	0.0	298.0	470.0	34.0	37.0	23.0
224.0	0.0	298.0	470.0	34.0	37.0	23.0
225.0	0.0	286.0	482.0	36.0	37.0	23.0
225.0	0.0	286.0	482.0	36.0	37.0	23.0
225.0	0.0	286.0	482.0	36.0	37.0	23.0
266.0	0.0	239.0	516.0	23.0	37.0	23.0
266.0	0.0	239.0	516.0	23.0	37.0	23.0
307.0	0.0	154.0	566.0	14.0	37.0	23.0
307.0	0.0	154.0	566.0	14.0	37.0	23.0
322.0	0.0	146.0	511.0	25.0	37.0	23.0
322.0	0.0	146.0	511.0	25.0	37.0	23.0
322.0	0.0	146.0	511.0	25.0	37.0	23.0
318.0	0.0	149.0	486.0	14.0	37.0	23.0
318.0	0.0	149.0	486.0	14.0	37.0	23.0
314.0	0.0	155.0	482.0	14.0	37.0	23.0
314.0	0.0	155.0	482.0	14.0	37.0	23.0
316.0	0.0	148.0	504.0	14.0	37.0	23.0
316.0	0.0	148.0	504.0	14.0	37.0	23.0
316.0	0.0	148.0	504.0	14.0	37.0	23.0
319.0	0.0	211.0	479.0	14.0	37.0	23.0
319.0	0.0	211.0	479.0	14.0	37.0	23.0
302.0	0.0	294.0	541.0	14.0	37.0	23.0
302.0	0.0	294.0	541.0	14.0	37.0	23.0
302.0	0.0	294.0	541.0	14.0	37.0	23.0
325.0	0.0	295.0	569.0	39.0	37.0	23.0
